,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
663,Party Time,0.711,0.517,9,-13.094,1,0.0407,0.000137,0.857,0.101,0.534,125.895,6RcAZCTPJBML8sssg6Duv6,254973,4
664,Protect Write,0.494,0.985,3,-10.273,1,0.0403,0.00477,0.931,0.111,0.9,122.933,5bOXNDLojFagUPQwiKmpAT,344000,4
665,Go,0.714,0.673,0,-11.566,1,0.0429,0.0376,0.846,0.0928,0.451,125.894,6aPrIGxrnMvsyQJDbVXb3P,375027,4
666,Permanent Green,0.748,0.818,7,-10.521,1,0.0613,0.000163,0.882,0.108,0.0732,123.901,0Kt2Hvtwtzr3moVR8RVgdf,349373,4
667,Voodoo Child - Remix,0.775,0.68,11,-8.296,0,0.0519,0.00143,0.497,0.269,0.363,127.911,7rbIga9jiUKqNuJ87kW9XZ,236093,4
668,Drug Fits the Face,0.773,0.659,4,-13.228,0,0.0504,0.000486,0.776,0.243,0.51,121.906,486GzzFQCMmrHaJWxsKRKd,231507,4
669,Time Signature,0.665,0.328,4,-21.718,0,0.035,0.0416,0.908,0.114,0.499,121.636,1XGlsdKTz3Rsh7V01PdhwI,251667,4
670,Peace Head,0.643,0.969,11,-10.711,1,0.0435,0.000155,0.903,0.748,0.692,139.017,5VJyJlEZ833fTlWTeSy12h,316427,4
671,Barracuda,0.689,0.949,2,-4.311,1,0.0478,0.00582,0.849,0.0766,0.718,127.88,1O6cEyBOSx52zlGAFcm1ea,350640,4
672,Mobility,0.676,0.385,10,-14.249,1,0.0449,0.0105,0.891,0.0967,0.0581,120.932,5kcfTbdKMuVCWEwXpKlZLa,371267,4
673,M-Four,0.733,0.0854,4,-29.973,1,0.0543,0.906,0.943,0.111,0.287,122.898,1HqGoeif1UfHP1AxYIlCGu,205960,4
674,Drop a Beat,0.73,0.924,1,-6.282,0,0.0542,0.000145,0.721,0.0387,0.94,130.968,5RIHJrMmats4UGOaOBk7Kn,260733,4
675,Everything,0.521,0.625,8,-10.073,1,0.0304,0.000297,0.202,0.19,0.287,128.949,4x5Y9ORUjOQs5JZk2uJ9bN,292160,4
676,Yeah,0.718,0.848,9,-12.899,1,0.0493,9.47e-06,0.892,0.0922,0.304,127.914,6ZJoLpqRFooyt3MWjMpm2G,348573,4
677,Electricity,0.613,0.972,11,-9.444,0,0.0566,0.000296,0.891,0.362,0.39,129.919,2UHhNHMbtZ8LEbCiIH1mhv,209067,4
678,Next Is the E,0.602,0.879,7,-8.188,1,0.046,0.000669,0.828,0.132,0.285,134.976,46MyKNmtcwoOxY53eox2NB,282027,4
679,Mercy,0.61,0.627,11,-19.756,0,0.054,0.205,0.907,0.0728,0.244,120.877,486Madt6xxJ9De3IqDrUJQ,344133,4
680,Go,0.675,0.868,4,-9.118,0,0.0572,4.82e-05,0.909,0.0875,0.539,125.843,0e8C9dPERvvARURkNOFrrC,217240,4
681,Help Me to Believe,0.617,0.916,0,-5.632,1,0.0425,0.000171,0.847,0.0598,0.421,126.858,7jEd4lfoS0hLlgXEHhUAUZ,392067,4
682,Have You Seen My Baby?,0.523,0.957,11,-7.12,0,0.046,1.68e-05,0.847,0.0907,0.458,133.001,0pLGHjhLD9ffWdFvQdnSVW,249093,4
683,Ah-Ah,0.604,0.656,5,-11.489,0,0.0384,2.46e-06,0.865,0.0935,0.494,132.965,2lWryyIC2VLWlcJp9VsXQN,226467,4
684,Slight Return,0.693,0.651,7,-14.153,1,0.0735,0.00476,0.867,0.087,0.0495,130.877,1Sbs3ABPMPlZqChfYiPc2i,269800,4
685,Stream,0.591,0.0972,4,-20.962,0,0.0577,0.881,0.924,0.108,0.4,197.184,3VIgTCi4AfaouVMO3Vuulm,189133,4
686,Next Is the E - Edit,0.578,0.983,7,-7.577,1,0.0353,0.0015,0.459,0.375,0.657,137.007,42WTxcc4ZeIfR0vgNqcP9a,273000,4
687,Next Is the E - Victory Mix,0.502,0.911,2,-8.517,1,0.05,2.85e-05,0.435,0.146,0.231,147.024,3L29xjypuqXGc0u6XSb9wP,345000,4
688,Next Is the E - Synthe Mix,0.68,0.905,2,-8.084,1,0.0466,0.00107,0.937,0.0824,0.392,122.925,3VBu5kVxEEXXgjh133XNuD,420000,4
689,Next Is the E - I Feel It,0.596,0.977,7,-7.811,1,0.0387,0.00109,0.368,0.0908,0.629,136.964,34sexw77fyoNCuUiHbte32,359000,4
690,Thousand,0.206,0.892,11,-8.326,0,0.0565,0.000321,0.973,0.112,0.0494,126.791,5p2LNkxerTz3iMHVzhnC9z,266000,3
691,Next Is the E - Cool WW Mix,0.608,0.811,7,-10.911,1,0.0412,0.00124,0.857,0.152,0.203,134.974,6NrOTZwfILZhWpXgSWWvbx,214000,4
